A Sharp (.NET)		
A-0 System		
Model 204		
Modelica		
Malbolge	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Brainfuck"" title=""Brainfuck"">Brainfuck</a>,  <a href=""/wiki/INTERCAL"" title=""INTERCAL"">INTERCAL</a> (Tri-INTERCAL), <a href=""/wiki/Befunge"" title=""Befunge"">Befunge</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2"">Dis, Malbolge Unshackled</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2"">Dis, Malbolge Unshackled</td></tr>]"
Modula	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Alma-0"" title=""Alma-0"">Alma-0</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Alma-0"" title=""Alma-0"">Alma-0</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a></td></tr>]"
Modula-2	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Modula"" title=""Modula"">Modula</a>, <a href=""/wiki/Mesa_(programming_language)"" title=""Mesa (programming language)"">Mesa</a>, <a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a>, <a href=""/wiki/ALGOL_W"" title=""ALGOL W"">ALGOL W</a>, <a href=""/wiki/Euclid_(programming_language)"" title=""Euclid (programming language)"">Euclid</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Modula-3"" title=""Modula-3"">Modula-3</a>, <a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a>, <a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada</a>, <a class=""mw-redirect"" href=""/wiki/Fortran_90"" title=""Fortran 90"">Fortran 90</a>, <a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a>, <a href=""/wiki/Zonnon"" title=""Zonnon"">Zonnon</a>, Modula-GM</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Modula-3"" title=""Modula-3"">Modula-3</a>, <a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a>, <a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada</a>, <a class=""mw-redirect"" href=""/wiki/Fortran_90"" title=""Fortran 90"">Fortran 90</a>, <a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a>, <a href=""/wiki/Zonnon"" title=""Zonnon"">Zonnon</a>, Modula-GM</td></tr>]"
Modula-3	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL"" title=""ALGOL"">ALGOL</a>, <a href=""/wiki/Euclid_(programming_language)"" title=""Euclid (programming language)"">Euclid</a>, <a href=""/wiki/Mesa_(programming_language)"" title=""Mesa (programming language)"">Mesa</a>, <a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a>, <a href=""/wiki/Modula-2%2B"" title=""Modula-2+"">Modula-2+</a>, <a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a>, <a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>,<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup> <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup> <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a><sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>,<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup> <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup> <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a><sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup></td></tr>]"
System programming language		
MOO		
Mortran		
Mouse (programming language)		
MPD (programming language)		
mIRC scripting language		
MUMPS	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/JOSS"" title=""JOSS"">JOSS</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Profile_Scripting_Language"" title=""Profile Scripting Language"">PSL</a>, <a href=""/wiki/Cach%C3%A9_ObjectScript"" title=""Caché ObjectScript"">Caché ObjectScript</a>, <a href=""/wiki/GT.M"" title=""GT.M"">GT.M</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Profile_Scripting_Language"" title=""Profile Scripting Language"">PSL</a>, <a href=""/wiki/Cach%C3%A9_ObjectScript"" title=""Caché ObjectScript"">Caché ObjectScript</a>, <a href=""/wiki/GT.M"" title=""GT.M"">GT.M</a></td></tr>]"
MuPAD		
Ethereum		
Mystic BBS		
Netwide Assembler		
Napier88	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_60"" title=""ALGOL 60"">ALGOL 60</a>, <a href=""/wiki/S-algol"" title=""S-algol"">S-algol</a>, <a href=""/wiki/PS-algol"" title=""PS-algol"">PS-algol</a></td></tr>]"	
NekoVM		
Nemerle	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/ML_(programming_language)"" title=""ML (programming language)"">ML</a></td></tr>]"	
NESL		
Net.Data		
NetLogo	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Logo_(programming_language)"" title=""Logo (programming language)"">Logo</a>, <a href=""/wiki/StarLogo"" title=""StarLogo"">StarLogo</a></td></tr>]"	
NetRexx	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a class=""mw-redirect"" href=""/wiki/REXX"" title=""REXX"">REXX</a>, <a href=""/wiki/Object_REXX"" title=""Object REXX"">ooREXX</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a></td></tr>]"	
newLISP	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Common_Lisp"" title=""Common Lisp"">Common Lisp</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a></td></tr>]"	
NEWP	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL"" title=""ALGOL"">ALGOL</a>, <a href=""/wiki/Executive_Systems_Problem_Oriented_Language"" title=""Executive Systems Problem Oriented Language"">Executive Systems Problem Oriented Language</a></td></tr>]"	
Newspeak (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/Self_(programming_language)"" title=""Self (programming language)"">Self</a>, <a href=""/wiki/BETA_(programming_language)"" title=""BETA (programming language)"">BETA</a>, <a href=""/wiki/E_(programming_language)"" title=""E (programming language)"">E</a>, <a href=""/wiki/Nineteen_Eighty-Four"" title=""Nineteen Eighty-Four"">Nineteen Eighty-Four</a></td></tr>]"	
NewtonScript	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Self_(programming_language)"" title=""Self (programming language)"">Self</a>, <a href=""/wiki/Dylan_(programming_language)"" title=""Dylan (programming language)"">Dylan</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Io_(programming_language)"" title=""Io (programming language)"">Io</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Io_(programming_language)"" title=""Io (programming language)"">Io</a></td></tr>]"
Nial	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/APL_programming_language"" title=""APL programming language"">APL</a>, <a class=""mw-redirect"" href=""/wiki/Lisp_programming_language"" title=""Lisp programming language"">Lisp</a></td></tr>]"	
Keith Packard		
Keith Packard		
Nim (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada</a>, <a href=""/wiki/Modula-3"" title=""Modula-3"">Modula-3</a>, <a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/C%2B%2B"" title=""C++"">C++</a>, <a href=""/wiki/Object_Pascal"" title=""Object Pascal"">Object Pascal</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a></td></tr>]"	
Nix (package manager)		
Nord Programming Language		
Not eXactly C		
Not Quite C		
Nullsoft Scriptable Install System		
Nu (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Objective-C"" title=""Objective-C"">Objective-C</a>, <a href=""/wiki/Ruby_(programming_language)"" title=""Ruby (programming language)"">Ruby</a></td></tr>]"	
NWScript	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a></td></tr>]"	
Lego Mindstorms NXT		
o:XML		
Oak (programming language)		
Oberon (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Oberon-2"" title=""Oberon-2"">Oberon-2</a>, <a href=""#Oberon-07"">Oberon-07</a>, <a href=""/wiki/Active_Oberon"" title=""Active Oberon"">Active Oberon</a>, <a href=""/wiki/Component_Pascal"" title=""Component Pascal"">Component Pascal</a>, <a href=""/wiki/Zonnon"" title=""Zonnon"">Zonnon</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Oberon-2"" title=""Oberon-2"">Oberon-2</a>, <a href=""#Oberon-07"">Oberon-07</a>, <a href=""/wiki/Active_Oberon"" title=""Active Oberon"">Active Oberon</a>, <a href=""/wiki/Component_Pascal"" title=""Component Pascal"">Component Pascal</a>, <a href=""/wiki/Zonnon"" title=""Zonnon"">Zonnon</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a></td></tr>]"
OBJ (programming language)		
Object Lisp		
Logo (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/AgentSheets"" title=""AgentSheets"">AgentSheets</a>, <a href=""/wiki/NetLogo"" title=""NetLogo"">NetLogo</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/Etoys_(programming_language)"" title=""Etoys (programming language)"">Etoys</a>, <a href=""/wiki/Scratch_(programming_language)"" title=""Scratch (programming language)"">Scratch</a>, <a href=""/wiki/Microsoft_Small_Basic"" title=""Microsoft Small Basic"">Microsoft Small Basic</a>, KTurtle, <a class=""mw-redirect"" href=""/wiki/REBOL"" title=""REBOL"">REBOL</a>, <a class=""new"" href=""/w/index.php?title=Boxer_(programming_environment)&amp;action=edit&amp;redlink=1"" title=""Boxer (programming environment) (page does not exist)"">Boxer</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/AgentSheets"" title=""AgentSheets"">AgentSheets</a>, <a href=""/wiki/NetLogo"" title=""NetLogo"">NetLogo</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/Etoys_(programming_language)"" title=""Etoys (programming language)"">Etoys</a>, <a href=""/wiki/Scratch_(programming_language)"" title=""Scratch (programming language)"">Scratch</a>, <a href=""/wiki/Microsoft_Small_Basic"" title=""Microsoft Small Basic"">Microsoft Small Basic</a>, KTurtle, <a class=""mw-redirect"" href=""/wiki/REBOL"" title=""REBOL"">REBOL</a>, <a class=""new"" href=""/w/index.php?title=Boxer_(programming_environment)&amp;action=edit&amp;redlink=1"" title=""Boxer (programming environment) (page does not exist)"">Boxer</a></td></tr>]"
Object REXX	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Rexx"" title=""Rexx"">Rexx</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a><sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NetRexx"" title=""NetRexx"">NetRexx</a><sup class=""reference"" id=""cite_ref-netrexx_2-0""><a href=""#cite_note-netrexx-2"">[2]</a></sup></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NetRexx"" title=""NetRexx"">NetRexx</a><sup class=""reference"" id=""cite_ref-netrexx_2-0""><a href=""#cite_note-netrexx-2"">[2]</a></sup></td></tr>]"
Object Pascal	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a>, <a href=""/wiki/Simula"" title=""Simula"">Simula</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Genie_(programming_language)"" title=""Genie (programming language)"">Genie</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>, <a href=""/wiki/C/AL"" title=""C/AL"">C/AL</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Genie_(programming_language)"" title=""Genie (programming language)"">Genie</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>, <a href=""/wiki/C/AL"" title=""C/AL"">C/AL</a></td></tr>]"
Objective-C	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Groovy_(programming_language)"" title=""Groovy (programming language)"">Groovy</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nu_(programming_language)"" title=""Nu (programming language)"">Nu</a>, <a class=""new"" href=""/w/index.php?title=Objective-J&amp;action=edit&amp;redlink=1"" title=""Objective-J (page does not exist)"">Objective-J</a>, <a class=""new"" href=""/w/index.php?title=TOM_(object-oriented_programming_language)&amp;action=edit&amp;redlink=1"" title=""TOM (object-oriented programming language) (page does not exist)"">TOM</a>, <a href=""/wiki/Swift_(programming_language)"" title=""Swift (programming language)"">Swift</a><sup class=""reference"" id=""cite_ref-lattner2014_2-0""><a href=""#cite_note-lattner2014-2"">[2]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Objective-C_Programming"" title=""wikibooks:Objective-C Programming"">Objective-C Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Groovy_(programming_language)"" title=""Groovy (programming language)"">Groovy</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Nu_(programming_language)"" title=""Nu (programming language)"">Nu</a>, <a class=""new"" href=""/w/index.php?title=Objective-J&amp;action=edit&amp;redlink=1"" title=""Objective-J (page does not exist)"">Objective-J</a>, <a class=""new"" href=""/w/index.php?title=TOM_(object-oriented_programming_language)&amp;action=edit&amp;redlink=1"" title=""TOM (object-oriented programming language) (page does not exist)"">TOM</a>, <a href=""/wiki/Swift_(programming_language)"" title=""Swift (programming language)"">Swift</a><sup class=""reference"" id=""cite_ref-lattner2014_2-0""><a href=""#cite_note-lattner2014-2"">[2]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Objective-C_Programming"" title=""wikibooks:Objective-C Programming"">Objective-C Programming</a> at Wikibooks</li></ul>
</td></tr>]"
Obliq	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Modula-3"" title=""Modula-3"">Modula-3</a>, <a href=""/wiki/Self_(programming_language)"" title=""Self (programming language)"">Self</a>, <a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a></td></tr>]"	
OCaml	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Caml"" title=""Caml"">Caml</a>, <a href=""/wiki/Modula-3"" title=""Modula-3"">Modula-3</a>, <a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a>, <a href=""/wiki/Standard_ML"" title=""Standard ML"">Standard ML</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ATS_(programming_language)"" title=""ATS (programming language)"">ATS</a>, <a href=""/wiki/Coq"" title=""Coq"">Coq</a>, <a href=""/wiki/Elm_(programming_language)"" title=""Elm (programming language)"">Elm</a>, <a href=""/wiki/F_Sharp_(programming_language)"" title=""F Sharp (programming language)"">F#</a>, <a href=""/wiki/F*_(programming_language)"" title=""F* (programming language)"">F*</a>, <a href=""/wiki/Haxe"" title=""Haxe"">Haxe</a>, <a href=""/wiki/Opa_(programming_language)"" title=""Opa (programming language)"">Opa</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Objective_Caml"" title=""wikibooks:Objective Caml"">Objective Caml</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ATS_(programming_language)"" title=""ATS (programming language)"">ATS</a>, <a href=""/wiki/Coq"" title=""Coq"">Coq</a>, <a href=""/wiki/Elm_(programming_language)"" title=""Elm (programming language)"">Elm</a>, <a href=""/wiki/F_Sharp_(programming_language)"" title=""F Sharp (programming language)"">F#</a>, <a href=""/wiki/F*_(programming_language)"" title=""F* (programming language)"">F*</a>, <a href=""/wiki/Haxe"" title=""Haxe"">Haxe</a>, <a href=""/wiki/Opa_(programming_language)"" title=""Opa (programming language)"">Opa</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Objective_Caml"" title=""wikibooks:Objective Caml"">Objective Caml</a> at Wikibooks</li></ul>
</td></tr>]"
occam (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Communicating_sequential_processes"" title=""Communicating sequential processes"">Communicating sequential processes</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ease_(programming_language)"" title=""Ease (programming language)"">Ease</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ease_(programming_language)"" title=""Ease (programming language)"">Ease</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a></td></tr>]"
occam-π	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Occam_(programming_language)"" title=""Occam (programming language)"">occam</a></td></tr>]"	
GNU Octave		
OmniMark		
Opa (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Erlang_(programming_language)"" title=""Erlang (programming language)"">Erlang</a>, <a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a></td></tr>]"	
Opal (programming language)		
Open Programming Language		
OpenCL		
OpenEdge Advanced Business Language		
OpenVera		
OpenQASM		
OPS5		
OptimJ	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a></td></tr>]"	
Orc (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>, <a href=""/wiki/ML_(programming_language)"" title=""ML (programming language)"">ML</a>, <a href=""/wiki/Oz_(programming_language)"" title=""Oz (programming language)"">Oz</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/Pict_(programming_language)"" title=""Pict (programming language)"">Pict</a></td></tr>]"	
ORCA/Modula-2		
Oriel (scripting language)		
